disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-0120,DIS-OG-0120,PRS-040,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0121,DIS-OG-0121,PRS-001,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0122,DIS-ST-0122,PRS-002,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0123,DIS-ST-0123,PRS-003,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0124,DIS-ST-0124,PRS-004,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0125,DIS-ST-0125,PRS-005,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0126,DIS-ST-0126,PRS-006,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0127,DIS-ST-0127,PRS-007,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0128,DIS-ST-0128,PRS-008,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-0129,DIS-ST-0129,PRS-009,draft_ai_generated,draft_ai_generated,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-001,DIS-CARD-001,PRS-001,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-002,DIS-C-0001,PRS-001,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-003,DIS-C-0003,PRS-001,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-004,DIS-C-0004,PRS-035,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-005,DIS-C-0005,PRS-035,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-006,DIS-C-0006,PRS-004,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-007,DIS-C-0007,PRS-004,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-008,DIS-C-0008,PRS-004,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-009,DIS-C-0009,PRS-004,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-010,DIS-C-0010,PRS-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-011,DIS-C-0011,PRS-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-012,DIS-CARD-012,PRS-005,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-013,DIS-C-0012,PRS-005,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-014,DIS-C-0013,PRS-CARD-048,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-015,DIS-C-0002,PRS-001,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-CARD-016,DIS-CARD-015,PRS-001,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
